recipe,user,rating,comment
Lươn Nướng Sả,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Hom roi minh co lam thu, ca nha tam tac khen ngon luon, vua dep vua thom vua ngon."
Lươn Nướng Sả,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Minh thich an luon lam, de cuoi tuan lam thu cho ca nha an xem sao."
Lươn Nướng Sả,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Bua com ma co mon nay la do an het truoc com luon do.
Lươn Nướng Sả,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Nhìn hấp dẫn quá, nuốt nước miếng ực ực luôn á."
Súp Hoành Thánh,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Thèm món này lâu rồi bây giờ mới tìm được công thức. Cám ơn MNMN nè.
Súp Hoành Thánh,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Tại sao chế thấy thiếu từ ""xây hết"" nhỉ!"
Súp Hoành Thánh,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Hình như sơ thế không giống youtube lắm thì phải!
Súp Hoành Thánh,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Món này có ăn kèm với món gì không ạ, nếu ăn không chắc sẽ bị ngán lắm."
Súp Hoành Thánh,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,mình luộc hoành thánh trong bao lâu thì được ak?
Súp Hoành Thánh,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Gần nhà mình không có quán nào bán món hoành thánh, thôi thì tự mua nguyên liệu về làm theo công thức này vậy."
Súp Hoành Thánh,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Lau roi chua an hoanh thanh, bua nao nau thu moi duoc."
Súp Hoành Thánh,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Tùy khẩu vị mà có thể chiên hay không chiên hoành thánh nhỉ.
Súp Hoành Thánh,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Nha minh khong thich an nam rom thi co the dung nam khac thay the duoc khong?
Jambon Cuộn Thanh Cua,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Món này trang trí đẹp mắt quá, thực hiện cũng nhanh nữa, mjh sẽ làm thử cho GĐ đổi món"
Jambon Cuộn Thanh Cua,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Mai phải làm liền, chắc cả nhà mình sẽ thích lắm đây."
Jambon Cuộn Thanh Cua,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Nhìn ngon quá, ăn bao nhiêu cho đủ."
Jambon Cuộn Thanh Cua,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Thêm đĩa salad trộn bên cạnh nữa là đúng bài luôn.
Jambon Cuộn Thanh Cua,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Nhin co ve de lam, vai bua nha minh co tiec phai thu moi duoc."
Jambon Cuộn Thanh Cua,"{'username': '_vanhnk', 'email': '_vanhnk@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Bỏ ớt với tiêu xanh ra thì làm thành món ăn chơi cho các bé được đó.
Jambon Cuộn Thanh Cua,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,cho cuộn jambon vào tủ lạnh bao nhiêu lâu thì dùng được ? để ngăn đá hay ngăn mát ?
Chả Mực Bánh Xe Chiên Giòn,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Hôm nay mình mới làm thử món này, vừa đẹp vừa ngon lắm luôn."
Chả Mực Bánh Xe Chiên Giòn,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Mon nay nhin ngon ma con de lam nua chu.
Chả Mực Bánh Xe Chiên Giòn,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Bỏ tiêu ra là có món ngon cho các bé rồi.
Chả Mực Bánh Xe Chiên Giòn,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Nhìn đĩa chả ngon mắt quá đi thôi.
Pancake Nhân Táo,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,khong có kem thì có sao khong ạ hay có thể thay bằng cái khác ạ
Pancake Nhân Táo,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Minh co the them gung vao luc sen tao khong a?
Pancake Nhân Táo,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Bánh pancake nên ăn ngay hay để ngăn mát vậy ạ?
Pancake Nhân Táo,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Thay táo bằng các loại trái cây khác như dâu hay cam được không ạ?
Pancake Nhân Táo,"{'username': '_vanhnk', 'email': '_vanhnk@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Công thức dễ làm, làm cho các bé ăn chắc các bé thích lắm đây."
Cải Ngồng Xào Nấm,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Dia rau xanh muot mat mat ghe, an voi com la tuyet cu meo."
Cải Ngồng Xào Nấm,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Nhìn đĩa rau xào mà thèm cơm quá.
Cải Ngồng Xào Nấm,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Rau xao chay dam da don gian vay ma dua com lam do.
Lẩu Gà Mắc Khén,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Món này mình làm bằng gà khác được không ạ?
Lẩu Gà Mắc Khén,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Lau nay an voi rau gi thi hop a?
Lẩu Gà Mắc Khén,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Nhìn nồi lẩu mà thấy ấm hết cả người.
Ốc Xào Lăn Lá Cách,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,cho mình hỏi lá cách là lá gì và có thể mua được ở đâu không chương trình?
Ốc Xào Lăn Lá Cách,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Món này kết hợp những nguyên liệu mà mình không nghĩ tới là kết hợp được với nhau luôn đó, lạ quá nha."
Hàu Xào Bông Cải,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Bông cải xào chay, xào với thịt hay với hải sản đều ngon cả."
Hàu Xào Bông Cải,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Mình chưa ăn mà biết là chắc chắn sẽ thích món xào này rồi đó, nhìn ngon thế kia mà."
Ếch Chiên Bơ Tỏi,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Ếch chiên với bơ tỏi thơm lừng, mình đang ăn kiêng mà cầm lòng không được luôn đó."
Trà Sữa Thạch Kem Hạt Chia,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Mình rất muốn trà sữa thạch phô mai. MNMN có thể chỉ mình làm thạch phô mai không.
Trà Sữa Thạch Kem Hạt Chia,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Ngon quá. Nhưng chương trình có thể hướng dẫn mình làm thêm thạch củ lăng không.
Trà Sữa Thạch Kem Hạt Chia,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Phần thạch có vẻ ngon quá nha, dùng để cho vào chè chắc cũng được."
Bún Xào Hải Sản,"{'username': 'ngxz.sfwg', 'email': 'ngxz.sfwg@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Em Rất Thích Món Bún Xào Hải Sản Hôm Nào Rảnh Em Sẽ Bảo Mẹ Làm Món Này
Bún Xào Hải Sản,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Em Rất Thích Món Bún Xào Hải Sản Hôm Nào Em Sẽ Bảo Mẹ Làm Món Này
Bún Xào Hải Sản,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Ngon và hấp dẫn lắm. Cam ơn chương trình đã hướng dẫn.
Bún Xào Hải Sản,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Em Rất Thích Món Bún Xào Hải Sản
Bún Xào Hải Sản,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Chỗ e không có củ hồi, có thể thay thế bằng loại củ khác thông dụng hơn dc k? Hay không có củ hồi thì món ăn giảm đi bao nhiêu % độ ngon. E cám ơn chương trình."
Bún Xào Hải Sản,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Không có củ hồi thì có loại nào thay thế được không ạ?
Bún Xào Hải Sản,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Em Rất Thích Món Bún Xào Hải Sản
Bún Xào Hải Sản,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Em rất thích món này
Sò Lông Nướng Bơ Tỏi,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,nếu không có sò lông thì có thể dùng nguyên liệu nào để thay thế?
Sò Lông Nướng Bơ Tỏi,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Chương trình cho e bột canh là gì vậy
Sò Lông Nướng Bơ Tỏi,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,NGO tay la ngo gai phai khong chuong trinh
Sò Lông Nướng Bơ Tỏi,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Minh khong thich an so long nen se thu lam kieu nay voi so diep.
Sò Lông Nướng Bơ Tỏi,"{'username': 'embelem._', 'email': 'embelem._@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Lan dau tien minh thay bot xu khong dung de chien day.
Sò Lông Nướng Bơ Tỏi,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Món này mà nướng bằng bếp than là thơm lừng cả nhà luôn đó.
Sò Lông Nướng Bơ Tỏi,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Nhìn đĩa sò hấp dẫn quá đi mất.
Canh Cá Đồng Nấu Khế,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Tô canh hấp dẫn quá, cá màu vàng nghệ đẹp mắt, canh có vị chua tự nhiên từ khế nữa."
Canh Cá Đồng Nấu Khế,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Bữa cơm mà có 1 món có vị chua là ngon cơm hơn hẳn.
Canh Cá Đồng Nấu Khế,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Minh khong nau voi bot nghe nen mau khong duoc dep lam chu cung ngon lam do.
Súp Óc Heo Tóc Tiên,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Bột năng cho với lượng bao nhiêu ạ ?
Súp Óc Heo Tóc Tiên,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Cho sợi tóc tiên vào súp nhìn đẹp mắt quá, mà không biết tóc tiên có tác dụng gì với sức khỏe không ạ?"
Cá Hồi Áp Chảo Xốt Tiêu,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,mình có thể dùng cách nấu này với loại cá nào khác được không mnmn?
Cá Hồi Áp Chảo Xốt Tiêu,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Nhìn như beefsteak của nhà hàng cao cấp luôn đó nha.
Càng Cua Chiên Mè Xốt Mayo,"{'username': '_vanhnk', 'email': '_vanhnk@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Cua thì chín sẵn rồi, lớp giò sống thì mỏng nên tgian chế biến món này cũng nhanh thôi."
Càng Cua Chiên Mè Xốt Mayo,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Nhìn mấy cái càng cua nó múp kìa, thèm ghê."
Càng Cua Chiên Mè Xốt Mayo,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Nhin nguyen lieu la biet khong the khong ngon roi day.
Càng Cua Chiên Mè Xốt Mayo,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Tưởng tượng cắn ngập răng vừa giò vừa thịt cua xem, thèm quáaaaa"
Cháo Đậu Chà Bông Cá Hồi,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Cháo này bổ dưỡng cho cả người già và con nít, mình rất thích món cháo này."
Cháo Đậu Chà Bông Cá Hồi,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Mình muốn ăn cháo lòng á mà không biết nấu, có thể nhờ chương trình hướng dẫn mình làm không ạ"
Cháo Đậu Chà Bông Cá Hồi,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Minh la nguoi rat thich an cac loai chao, mon chao nay rat ngon do."
Cháo Đậu Chà Bông Cá Hồi,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Tô cháo hấp dẫn quá đi, đầy đủ chất nữa chứ."
Cháo Đậu Chà Bông Cá Hồi,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Cháo ăn với chà bông là ngon lắm luôn á.
Cháo Đậu Chà Bông Cá Hồi,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Món cháo này đích thị là dành cho mình rồi, phải làm thử thôi."
Cháo Đậu Chà Bông Cá Hồi,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Tô cháo hấp dẫn quá, nhìn mà đói bụng luôn."
Lẩu Nấm Tiềm Củ Quả,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Lẩu nấm tiềm củ quả đúng là món ngon thanh đạm và bổ dưỡng. nhờ có chương trình mà thực đơn món chay của mình càng đa dạng hơn. Cám ơn chương trình nhiều
Canh Sườn Nha Đam,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"nha đảm nấu kiểu này ngon không ạ, mình chưa thấy ai nấu."
Canh Sườn Nha Đam,"{'username': 'ngxz.sfwg', 'email': 'ngxz.sfwg@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Canh nay an voi com va 1 mon man dam da nua la het y do nha.
Canh Sườn Nha Đam,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Canh này thanh mát, tốt cho sức khoẻ, đẹp da mà nguyên liệu lại rất dễ kiếm."
Canh Sườn Nha Đam,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Lần đầu tiên thấy nha đam nấu canh mình phải làm thử
Canh Sườn Nha Đam,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Canh này có vẻ tốt cho sức khỏe đó.
Canh Sườn Nha Đam,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Canh nha dam?? Nghe hoi la a nha.
Sườn Cuộn Bacon Chiên Mè,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Nhin giong giong cha chia ghe do.
Sườn Cuộn Bacon Chiên Mè,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Ăn món này là phải cầm gặm mới đã.
Sườn Cuộn Bacon Chiên Mè,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Tiêu lốp là tiêu gì vậy ạ?
Hàu Trộn Mầm Cải,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Hấp dẫn quá nha, món này ăn với món chiên hoặc nướng nữa là hết ý."
Hàu Trộn Mầm Cải,"{'username': 'embelem._', 'email': 'embelem._@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Có bí quyết nào để chọn hàu sữa tươi ngon không ạ?
Cá Tai Tượng Chiên Xốt Sambal,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Cả cá chiên và sốt sambal đều hấp dẫn lắm luôn. Sốt sambal có thể dùng để chấm với các loại rau củ sống hoặc luộc kiểu VN không ạ?
Salad Tôm Đậu Hũ,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"món salat tươi mát cho ngày hè nóng bức, rất ngon nek"
Salad Tôm Đậu Hũ,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,món ăn này nhìn ngon quá
Canh Nghêu Kim Chi Tía Tô,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Nhìn giống tô mì cay quá, món ăn này ăn chung với mì vẫn được phải không mnmn."
Canh Nghêu Kim Chi Tía Tô,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Canh nay an voi bun nhu lau chac hop hon voi com.
Canh Nghêu Kim Chi Tía Tô,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Phai cho them ot an moi da. Them qua di a.
Canh Nghêu Kim Chi Tía Tô,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Trời lạnh ăn cơm với canh này là đúng bài luon đó.
Canh Nấm Gà Lá Giang,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Nhìn ngon lắm. Mong chương trình hướng dẫn mấy món lẩu gà lá giang .
Canh Nấm Gà Lá Giang,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Thêm một chén mắm ớt cay bên cạnh nữa là chuẩn bài.
Canh Nấm Gà Lá Giang,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Gói Aji-quick lẩu Thái có chua không ạ? chứ lá giang đã chua sẵn rồi.
Canh Nấm Gà Lá Giang,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Nhà mình hay ăn canh gà lá giang bình thường thôi chứ chưa cho thêm nấm bao giờ cả, nhìn có vẻ hấp dẫn nên bữa nào phải thử mới được."
Gà Nướng Lửa Trại,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"30/4 này chắc phải thử, nhìn có vẻ ngon"
Gà Nướng Lửa Trại,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Đi cắm trại ăn món này mới hợp với cái tên :D
Pancake Hai Màu Chuối Socola,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Nhìn trông ngon quá,mình sẽ thử làm.Cảm ơn món ngon mỗi ngày."
Cá Chiên Xốt Nấm,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Đúng món mình cần tìm đây rồi, mình rất thích ăn cá . Cám ơn MNMN."
Salad Thanh Long Chanh Dây,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Cho them mot so loai hat kho duoc khong a?
Salad Thanh Long Chanh Dây,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Toàn là loại trái cây mình thích mà không biết ăn với bacon có hợp không nhỉ?
Salad Thanh Long Chanh Dây,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Ăn trái cây không ngán rồi thì làm salad như này cũng hợp lý đấy.
Bánh Canh Vịt,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Bánh canh vịt ngon lắm có mùi thơm phức luôn.
Bánh Canh Vịt,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Có thể đổi thịt vịt thành thịt gà được không ạ. Tại vì mình nhìn thịt vịt hơi ngán với mỡ quá !
Bánh Canh Vịt,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Dùng thịt vịt để nấu có nhiều mỡ quá không ạ?
Chả Bò Chiên,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Mấy bé nhà mình thích đồ chiên lắm mà mua ngoài không đảm bảo, nhờ có công thức chương trình mà mấy bé có thể ăn thỏa thích."
Chả Bò Chiên,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Chả này kẹp vào bánh mì chắc cũng được đó.
Cá Ngừ Đại Dương Lúc Lắc,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Cho thêm bơ vào nên món lúc lắc nhìn bóng mướt đẹp thật.
Cá Ngừ Đại Dương Lúc Lắc,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Nhìn không khác gì bò lúc lắc luôn đó.
Cá Hồi Chiên Xốt Xoài,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Nhìn vừa đẹp vừa ngon thế này phải làm thử thôi.
Salad Hoa Lý Tôm Xá Xíu,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Nhìn hình ta có thể ngửi thấy mùi thơm. Thèm hoa thiên lý quá.
Canh Cá Chim Dưa Muối,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Lần đầu tiên tôi thấy dưa gang muối đó, có thể hướng dẫn tôi muối dưa gang không?"
Canh Cá Chim Dưa Muối,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Mình chưa thấy món nào mà nấu từ dưa muối mà không ngon luôn đó.
Chả Thịt Heo Trứng Muối,"{'username': 'tiao__vie', 'email': 'tiao__vie@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,wow chả heo trứng muối nhìn ngon và béo ngậy làm sao!
Chả Thịt Heo Trứng Muối,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Món này ngon quá nhưng mình làm không cho trứng muối được không ạ
Chả Thịt Heo Trứng Muối,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Nhìn đẹp mắt quá, chắc là ngon lắm đây."
Chả Thịt Heo Trứng Muối,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Mình nghĩ cho thịt ba chỉ xay sẽ bớt khô hơn chỉ có thịt nạc.
Chả Thịt Heo Trứng Muối,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Mon nay an choi hay an chung voi gi thi hop nhi?
Chả Tôm Xiên Que Nướng Mè,"{'username': 'trangchip19', 'email': 'trangchip19@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Bình thường thấy thịt xiên que thôi nay có cả tôm cũng hay đó chứ.
Chả Tôm Xiên Que Nướng Mè,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Xiên que này lạ nè, nhà mình toàn làm xiên thịt thôi, sắp tới mình sẽ đổi qua xiên chả tôm này xem sao."
Cá Hấp Ngưu Bàng,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Me toi bi cao huyet ap co an duoc mon nay khong vay chuong trinh?
Cá Hấp Ngưu Bàng,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Cá diêu hồng nhà mình toàn ăn chiên hoặc sốt cà, bữa nào mình phải làm theo công thức này để đổi món thôi."
Chả Giò Hàu,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Cuon cha gio tron deu vang ruom dep mat qua.
Chả Giò Hàu,"{'username': 'ngxz.sfwg', 'email': 'ngxz.sfwg@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Thay su hao bang ca rot duoc chu a?
